Hogar,ID Individuo,Núcleo,PaísOrigen,TieneDNI,EdadMeses,Sexo,RelconJefeFlia,Educacion,EstuActual,Trabaja,NoTrabBusca,SiTrabHaceCuanto,SiTrabFormal,Ocupacion,ProbSalud,DiscaCroni,Embarazo,RecibePlanSocial,TipoPlanSocial1,TipoPlanSocial2,IngTrab,IngPlan,EdadHijoMenorMess,CantTotalDePers,CantTotalDeMuj,CantPersSinProbSal,CantTotalHijos,CantTotalHijMen18,CantJefHog,CantPersTrab,CantPersTrabForm,CantEmb,CantEnfCron,CantPersEdadTrab2560,Barrio,Zona,Sede,TiempoViveBarrio,TiempoViveCasa,DimCasa,AmbCasa,CantCamas,CantPersCasa,EstPropCasa,Inunda,Viento,Humeda,Inestable,OtraSit,PoseeTerrenoAdec,UsoVDE,MatTecho,MatParedes,TipoPiso,EstadoTecho,EstadoPared,EstadoPiso,EstPropTerreno,UbicTerreno,SitDomTerreno,HundimientoTerreno,PozoNegroTerreno,NoEspacioTerreno,CañosEscPisoTerreno,InundacionesTerreno,MatConst,TieneTerrenoVDE,Campo39,AccesoAgua,Baño,ConexionLuz,ConexionAgua,ElimSanitaria,ComoCocina,Prioridad,
13921,1392002,1,Argentina,Si,524,Masculino,Jefe de Hogar,07 - Secundaria Incompleta,,Si,,3,No,Electricista,Ninguno,No,No,No,Ninguno,Ninguno,5500,0,110,6,3,6,4,2,2,2,1,,,2,"Santa Marta, Ezeiza",Ezeiza,01 - Buenos Aires,7,7,23,2,3,6,04 - Tomada,Si,Si,Si,Si,No,,,01 - Chapa,07 - Madera,01 - Cemento,01 - Bueno,01 - Bueno,01 - Bueno,04 - Otra Situacion,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
13931,1393001,1,Argentina,Si,440,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Albañil/Obrero Construcción,Ninguno,No,No,No,AUH,Ninguno,2800,1050,89,5,2,5,3,3,2,2,,,,2,"Salas, Pilar",Pilar,01 - Buenos Aires,10,4,24,2,4,5,01 - Propia,No,Si,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","02 - Si, con medidor comunitario",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
13951,1395001,1,Argentina,Si,516,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,No Trabaja,Diabetes,Si,No,Si,Pension,Ninguno,2000,,89,7,3,4,5,5,2,1,,,3,2,"Haras del Trujui, Moreno",Moreno,01 - Buenos Aires,1,1,18,2,3,7,01 - Propia,No,Si,Si,Si,No,,,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
13951,1395007,1,Paraguay,No,345,Masculino,Jefe de Hogar,05 - Primaria Completa,No,Si,,3,No,Albañil/Obrero Construcción,Cardiaca,Si,No,No,Ninguno,Ninguno,2000,0,89,7,3,4,5,5,2,1,,,3,2,"Haras del Trujui, Moreno",Moreno,01 - Buenos Aires,1,1,18,2,3,7,01 - Propia,No,Si,Si,Si,No,,,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
13971,1397002,1,Argentina,Si,242,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,2,Si,Albañil/Obrero Construcción,Ninguno,No,No,No,Ninguno,Ninguno,3000,0,28,3,1,3,1,1,1,1,1,,,0,"El Chaparral, Córdoba capital",Córdoba Capital,02 - Cordoba,7,7,12,1,2,3,01 - Propia,Si,Si,No,No,No,No,02 - Dormitorio Adicional,01 - Chapa,06 -Lona / Cartón / Adobe / Paja,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,04 - Otra Situacion,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,Si,Si,No,No,No,No,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
13981,1398001,1,Argentina,Si,283,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,No,,,Ama de Casa,Ninguno,No,Si,No,Ninguno,Ninguno,1400,0,15,4,2,3,2,2,2,1,,1,1,1,"14 de Febrero, Almirante Brown",Almirante Brown,01 - Buenos Aires,3,3,16,1,2,4,01 - Propia,No,No,No,Si,No,Si,02 - Dormitorio Adicional,05 - Madera,07 - Madera,01 - Cemento,02 - Reparable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,Si,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,01 - No tiene,"04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
13981,1398002,1,Bolivia,No,332,Masculino,Jefe de Hogar,08 - Secundaria Completa,No,Si,,3,No,Ofrece Servicios por Cuenta Propia,Ninguno,No,No,No,Ninguno,Ninguno,1400,0,15,4,2,3,2,2,2,1,,1,1,1,"14 de Febrero, Almirante Brown",Almirante Brown,01 - Buenos Aires,3,3,16,1,2,4,01 - Propia,No,No,No,Si,No,Si,02 - Dormitorio Adicional,05 - Madera,07 - Madera,01 - Cemento,02 - Reparable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,Si,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,01 - No tiene,"04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
13991,1399002,1,Argentina,,274,Masculino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,3,No,Vendedor,Ninguno,No,No,Si,Pension,Ninguno,1500,1500,12,6,3,6,4,4,2,1,,1,,1,"San Mariano, La Matanza",La Matanza,01 - Buenos Aires,,,50,4,4,10,01 - Propia,No,Si,No,No,No,,,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,01 - Bueno,01 - Bueno,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,03 - Dentro de la casa,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
14011,1401002,1,Argentina,Si,356,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Albañil/Obrero Construcción,Ninguno,No,No,No,AUH,Ninguno,1600,460,15,6,4,6,4,4,2,1,,,,1,"El Manzanar, Pilar",Pilar,01 - Buenos Aires,2,3,36,1,4,6,01 - Propia,Si,Si,No,No,No,,,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,02 - Comunitario,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",06 -Otro,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
14031,1403001,1,Argentina,Si,574,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Albañil/Obrero Construcción,Ninguno,No,No,Si,Otro,Ninguno,6212,,114,6,3,6,4,3,1,3,,,,2,"Rio Parana, Corrientes",Corrientes,03 - Corrientes,21,21,60,3,6,11,01 - Propia,Si,No,No,No,No,,,01 - Chapa,05 - Ladrillo,03 - Madera,03 - Irrecuperable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,01 - Brasera a leña,03 - Media-Alta,No es AUH
14081,1408001,1,Argentina,Si,290,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,Ama de Casa,Ninguno,No,No,No,AUH,Ninguno,720,736,10,4,4,3,2,2,2,1,,,1,1,"2 de Agosto, Cipolletti",Cipolletti,06 - Neuquen/Rio Negro,,,32,2,2,4,01 - Propia,Si,Si,Si,Si,No,Si,04 - Vivienda Unica,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,Si,No,No,Si,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,01 - No tiene,"04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
14081,1408004,1,Argentina,Si,708,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,,No,Empleada Doméstica,Ninguno,No,No,No,AUH,Ninguno,720,736,10,4,4,3,2,2,2,1,,,1,1,"2 de Agosto, Cipolletti",Cipolletti,06 - Neuquen/Rio Negro,,,32,2,2,4,01 - Propia,Si,Si,Si,Si,No,Si,04 - Vivienda Unica,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,Si,No,No,Si,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,01 - No tiene,"04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
141,14001,1,Argentina,Si,482,Femenino,Jefe de Hogar,05 - Primaria Completa,,Si,,,No,No Especifica,Otra,Si,No,No,Ninguno,Ninguno,4200,0,106,6,2,4,5,4,1,2,,,2,1,"Sol y Verde, José C. Paz",José C. Paz,01 - Buenos Aires,4,4,24,2,5,6,01 - Propia,Si,Si,Si,Si,No,,,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,04 - Otra Situacion,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
14101,1410001,1,Argentina,Si,255,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,No,,,Ama de Casa,Ninguno,No,Si,No,AUH,Ninguno,1000,450,28,4,2,4,2,2,2,1,,1,,0,"Los Pumitas, Rosario",Rosario,08 - Rosario,2,0,12,1,3,5,01 - Propia,No,Si,Si,No,No,Si,04 - Vivienda Unica,01 - Chapa,03 - Chapa,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,Si,No,No,No,Si,Si,03 - Vivienda única,02 - Comunitario,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
1411,141002,1,Argentina,Si,345,Masculino,Jefe de Hogar,05 - Primaria Completa,,No,,,,Changarín,Otra,No,No,No,AUH,Ninguno,0,940,26,4,2,2,2,2,2,,,,,1,"Familias Unidas, Posadas",Posadas,05 - Misiones,0,0,9,1,4,4,01 - Propia,No,Si,Si,Si,No,Si,02 - Dormitorio Adicional,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,01 - Bueno,02 - Reparable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,02 - Comunitario,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
14111,1411001,1,Argentina,Si,433,Femenino,Jefe de Hogar,05 - Primaria Completa,No,Si,,3,Si,Empleada Doméstica,Otra,No,No,No,Ninguno,Ninguno,1540,0,30,4,1,2,3,3,1,2,1,,,1,"Santa Cruz, Berisso",Berisso,04 - Gran La Plata,6,6,30,2,3,4,01 - Propia,Si,Si,No,No,No,Si,04 - Vivienda Unica,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),,,,,,,,,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,02 - Media-Baja,No es AUH
14121,1412001,1,Argentina,Si,260,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,,,,No Trabaja,Respiratorio,Si,No,No,Ninguno,Ninguno,3000,0,34,4,1,3,2,2,1,1,,,1,1,"Salas, Pilar",Pilar,01 - Buenos Aires,1,1,10,1,2,4,01 - Propia,No,Si,Si,Si,No,,,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,Si,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
14131,1413001,1,Paraguay,No,304,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,1,No,Ofrece Servicios por Cuenta Propia,Ninguno,No,No,Si,Otro,Ninguno,4063,,5,7,3,6,5,5,2,2,,,,2,"Los Cedros, Moreno",Moreno,01 - Buenos Aires,1,1,30,1,3,7,01 - Propia,No,Si,No,Si,No,,,04 - Lona / Cartón / Adobe,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,02 - Comunitario,"02 - Si, dentro de la casa","03 - Si, con medidor particular","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
14131,1413002,1,Paraguay,No,365,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,2,No,Empleado de Comercio,Ninguno,No,No,No,Ninguno,Ninguno,4063,0,5,7,3,6,5,5,2,2,,,,2,"Los Cedros, Moreno",Moreno,01 - Buenos Aires,1,1,30,1,3,7,01 - Propia,No,Si,No,Si,No,,,04 - Lona / Cartón / Adobe,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,02 - Comunitario,"02 - Si, dentro de la casa","03 - Si, con medidor particular","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
14151,1415001,1,Argentina,Si,293,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,Si,,,Ama de Casa,Otra,No,No,No,AUH,Ninguno,0,648,25,4,3,2,3,3,1,,,,,0,"Los Quinchos, Florencio Varela",Florencio Varela,01 - Buenos Aires,23,4,16,1,2,4,01 - Propia,No,No,No,No,Si,,,01 - Chapa,05 - Ladrillo,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,04 - Otra Situacion,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
14161,1416001,1,Argentina,Si,425,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,1,No,Empleada Doméstica,Diabetes,No,No,No,AUH,Ninguno,1600,1095,17,8,4,3,6,6,2,2,,,,2,"Sol y Verde, José C. Paz",José C. Paz,01 - Buenos Aires,35,15,32,3,7,8,01 - Propia,No,No,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,05 - Ladrillo,01 - Cemento,02 - Reparable,01 - Bueno,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
14171,1417001,1,Argentina,Si,664,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Peón Rural,Ninguno,No,No,No,Ninguno,Ninguno,2800,0,47,9,5,9,7,5,1,3,,,,2,"Caballeriza, Obera",Oberá,05 - Misiones,5,5,24,5,7,9,01 - Propia,No,Si,No,No,No,Si,02 - Dormitorio Adicional,04 - Lona / Cartón / Adobe,07 - Madera,03 - Madera,03 - Irrecuperable,01 - Bueno,01 - Bueno,04 - Otra Situacion,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,01 - Baja,No es AUH
14181,1418001,1,Argentina,Si,395,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,No,,,No Trabaja,Otra,Si,No,Si,Pension,Ninguno,0,,42,10,2,6,9,9,1,,,,3,1,"San Jorge, Pilar",Pilar,01 - Buenos Aires,5,5,40,2,7,10,03 - Prestada,No,No,No,No,No,,,01 - Chapa,05 - Ladrillo,01 - Cemento,02 - Reparable,01 - Bueno,01 - Bueno,03 - Prestado,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","03 - Si, con medidor particular",06 -Otro,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
1421,142001,1,Argentina,Si,568,Femenino,Jefe de Hogar,04 - Primaria Incompleta,,No,,,,Ama de Casa,Otra,No,No,Si,Otro,Ninguno,6105,,70,4,1,2,3,3,1,2,,,,1,"Belen, Posadas",Posadas,05 - Misiones,11,11,25,3,4,5,03 - Prestada,No,No,Si,No,No,Si,04 - Vivienda Unica,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,02 - Reparable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,03 - En otro sector del mismo barrio,03 - Regular (con título de propiedad),No,No,No,Si,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","02 - Si, con medidor comunitario","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
14211,1421001,1,Argentina,No,284,Femenino,Jefe de Hogar,05 - Primaria Completa,,No,No,,,Ama de Casa,Ninguno,No,No,No,Ninguno,Ninguno,3000,0,7,4,3,2,2,2,2,1,,,1,0,"Familias Unidas, Posadas",Posadas,05 - Misiones,6,1,24,2,3,4,03 - Prestada,Si,Si,No,No,No,Si,04 - Vivienda Unica,04 - Lona / Cartón / Adobe,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,01 - Bueno,03 - Prestado,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
14211,1421002,1,Argentina,Si,283,Masculino,Jefe de Hogar,05 - Primaria Completa,,Si,,3,No,Otro,Discapacitado,Si,No,Si,Otro,Ninguno,3000,,7,4,3,2,2,2,2,1,,,1,0,"Familias Unidas, Posadas",Posadas,05 - Misiones,6,1,24,2,3,4,03 - Prestada,Si,Si,No,No,No,Si,04 - Vivienda Unica,04 - Lona / Cartón / Adobe,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,01 - Bueno,03 - Prestado,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
14221,1422001,1,Argentina,Si,243,Femenino,Jefe de Hogar,08 - Secundaria Completa,,No,No,,,No Trabaja,Ninguno,No,No,No,Ninguno,Ninguno,3000,0,31,3,1,3,1,1,1,1,1,,,0,"IAPI, Quilmes",Quilmes,01 - Buenos Aires,19,19,72,3,5,10,01 - Propia,Si,No,Si,No,No,,,01 - Chapa,05 - Ladrillo,02 - Ladrillo,02 - Reparable,01 - Bueno,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,Si,No,No,Si,03 - Vivienda única,03 - Dentro de la casa,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,02 - Media-Baja,No es AUH
14231,1423001,1,Argentina,Si,746,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,Si,,,Ama de Casa,Ninguno,No,No,Si,Pension,Ninguno,6000,,249,3,1,3,2,0,1,2,,,,0,"Caballeriza, Obera",Oberá,05 - Misiones,3,3,20,3,2,3,,No,Si,No,Si,No,Si,02 - Dormitorio Adicional,04 - Lona / Cartón / Adobe,07 - Madera,03 - Madera,03 - Irrecuperable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),,,,,,No,Si,02 - Dormitorio adicional,02 - Comunitario,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",04 - Otro,04 - Gas natural,03 - Media-Alta,No es AUH
14241,1424001,1,Argentina,Si,439,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,No Trabaja,Ninguno,No,No,Si,Pension,Ninguno,2400,,74,6,2,4,4,4,2,1,,,,2,"Peruzotti, Pilar",Pilar,01 - Buenos Aires,25,25,33,2,6,7,01 - Propia,No,No,Si,Si,No,,,01 - Chapa,05 - Ladrillo,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,Si,No,No,Si,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
14241,1424002,1,Argentina,Si,439,Masculino,Jefe de Hogar,08 - Secundaria Completa,No,Si,,3,No,Chofer/Camionero,Ninguno,No,No,No,Ninguno,Ninguno,2400,0,74,6,2,4,4,4,2,1,,,,2,"Peruzotti, Pilar",Pilar,01 - Buenos Aires,25,25,33,2,6,7,01 - Propia,No,No,Si,Si,No,,,01 - Chapa,05 - Ladrillo,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,Si,No,No,Si,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
14251,1425001,1,Argentina,Si,366,Femenino,Jefe de Hogar,05 - Primaria Completa,No,Si,,3,No,Empleada Doméstica,Ninguno,No,No,No,Ninguno,Ninguno,1900,0,25,4,1,4,2,2,2,2,,,,2,"Manantial, Moreno",Moreno,01 - Buenos Aires,4,4,12,1,3,4,01 - Propia,Si,No,Si,Si,No,,,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,03 - Dentro de la casa,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,05 - Otro,04 - Alta,No es AUH
14251,1425002,1,Argentina,Si,362,Masculino,Jefe de Hogar,05 - Primaria Completa,No,Si,,3,No,Vendedor,Ninguno,No,No,No,Ninguno,Ninguno,1900,0,25,4,1,4,2,2,2,2,,,,2,"Manantial, Moreno",Moreno,01 - Buenos Aires,4,4,12,1,3,4,01 - Propia,Si,No,Si,Si,No,,,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,03 - Dentro de la casa,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,05 - Otro,04 - Alta,No es AUH
14261,1426001,1,Argentina,Si,227,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,3,No,Changarín,Ninguno,No,Si,No,Ninguno,Ninguno,2000,0,25,3,1,2,1,1,2,1,,1,,0,"Tres Américas, Ezeiza",Ezeiza,01 - Buenos Aires,20,0,4,1,2,3,03 - Prestada,Si,Si,Si,Si,No,,,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,01 - Bueno,01 - Bueno,01 - Bueno,03 - Prestado,01 - Donde vive ahora,,No,No,No,Si,No,No,Si,03 - Vivienda única,01 - No tiene,01 - No tiene,"04 - Si, irregular (""colgado"")",06 -Otro,01 - No tiene,05 - Otro,04 - Alta,No es AUH
